0 494,65 -5
3637 189,94 -12,3
3638 189,86 -5,03333333333333
3639 189,78 -4,96666666666667
3640 189,69 -5,45
3641 189,61 -7,65000000000001
3642 189,52 -5,71666666666667
3643 189,44 -4,91666666666667
3644 189,36 -5,01666666666667
3645 189,27 -11,8
3646 189,19 -6,81666666666668
3647 189,1 -10
3648 1097,29 -1,55
3649 1097,13 -2,2
3650 1096,96 -2,5
3651 1096,79 -2,78333333333333
3652 1096,63 -1,63333333333333
3653 1096,46 -1,46666666666667
3654 1096,3 -0,800000000000011
3655 1096,13 2,19999999999999
3656 1095,97 3,28333333333333
3657 1095,8 0,216666666666669
3658 1095,63 -0,599999999999994
3659 1095,47 -2,55000000000001
3660 1095,3 -1,2
3661 1095,14 -1,88333333333333
3662 1094,97 -0,199999999999989
3663 1094,8 -1,86666666666665
3664 1094,64 -0,616666666666646
3665 1094,47 0,983333333333334
3666 1094,31 1,59999999999999
3667 1094,14 -2,88333333333335
3668 1093,97 1,15000000000001
3669 1093,81 -3,46666666666667
3670 1093,64 0,799999999999997
3671 1093,48 -0,633333333333354
3672 1093,31 1,48333333333333
3673 1093,15 -3,25
3674 1092,98 1,18333333333334
3675 1092,81 -2,34999999999999
3676 1092,65 -0,366666666666646
3677 1092,48 -0,116666666666674
3678 1092,32 0,849999999999994
3679 1092,15 1,81666666666666
3680 1091,98 -0,883333333333326
3681 1091,82 0,650000000000006
3682 1091,65 0,466666666666669
3683 1091,49 -0,550000000000011
3684 1091,32 1,76666666666667
3685 1091,15 -0,650000000000006
3686 1090,99 1,98333333333335
3687 1090,82 -0,666666666666657
3688 1090,66 2,08333333333333
3689 1090,49 -2,25
3690 1090,33 -2,08333333333334
3691 1090,16 0,699999999999989
3692 1089,99 -0,616666666666674
3693 1089,83 -2,18333333333332
3694 1089,66 -0,266666666666652
3695 1089,5 -1,36666666666665
3696 1089,33 0,816666666666677
3697 1089,16 -5,09999999999999
3698 1089 3,03333333333333
3699 1088,83 -2,98333333333335
3700 1088,67 -2,78333333333333
3701 1088,5 -0,266666666666666
3702 1088,33 2,69999999999999
3703 1088,17 -4
3704 1088 2,25
3705 1087,84 4,2
3706 1087,67 4,13333333333335
3707 1087,51 0,533333333333346
3708 1087,34 -0,0999999999999943
3709 1087,17 1,11666666666667
3710 1087,01 1,44999999999999
3711 1086,84 -3,16666666666666
3712 1086,68 -0,283333333333331
3713 1086,51 1,53333333333333
3714 1086,34 1,16666666666666
3715 1086,18 2,65000000000001
3716 1086,01 5,18333333333334
3717 1085,85 -1,71666666666667
3718 1085,68 -2,09999999999999
3719 1085,51 -2,3
3720 1085,35 -0,433333333333323
3721 1085,18 1,11666666666665
3722 1085,02 2,84999999999999
3723 1084,85 -4,08333333333334
3724 1084,69 1,45
3725 1084,52 0,216666666666669
3726 1084,35 2,36666666666665
3727 1084,19 3,16666666666666
3728 1084,02 0,533333333333331
3729 1083,86 1,86666666666667
3730 1083,69 2,5
3731 1083,52 -0,716666666666669
3732 1083,36 -0,583333333333343
3733 1083,19 2,56666666666668
3734 1083,03 3,73333333333335
3735 1082,86 -3,01666666666667
3736 1082,7 -2
3737 1082,53 -2,11666666666667
3738 1082,36 -0,733333333333348
3739 1082,2 -0,199999999999989
3740 1082,03 1,88333333333333
3741 1081,87 4,83333333333334
3742 1081,7 1,46666666666667
3743 1081,53 4,83333333333334
3744 1081,37 2,66666666666667
3745 1081,2 0,0166666666666657
3746 1081,04 3,5
3747 1080,87 -0,733333333333348
3748 1080,7 0,666666666666671
3749 1080,54 5,8
3750 1080,37 2,93333333333332
3751 1080,21 -2,31666666666666
3752 1080,04 3,18333333333334
3753 1079,88 0,533333333333331
3754 1079,71 2,96666666666667
3755 1079,54 0,150000000000006
3756 1079,38 3,15000000000001
3757 1079,21 0,0666666666666771
3758 1079,05 5,18333333333334
3759 1078,88 -0,25
3760 1078,71 1,63333333333333
3761 1078,55 -0,883333333333326
3762 1078,38 2,59999999999999
3763 1078,22 2,81666666666668
3764 1078,05 2,73333333333333
3765 1077,88 4,40000000000001
3766 1077,72 4,55000000000001
3767 1077,55 1,40000000000001
3768 1077,39 4,13333333333333
3769 1077,22 -0,683333333333323
3770 1077,06 1,94999999999999
3771 1076,89 2
3772 1076,72 3,18333333333332
3773 1076,56 0,483333333333334
3774 1076,39 0,566666666666663
3775 1076,23 0,733333333333348
3776 1076,06 3,34999999999999
3777 1075,89 0,950000000000003
3778 1075,73 4,81666666666666
3779 1075,56 3,91666666666666
3780 1075,4 3,08333333333333
3781 1075,23 3,8
3782 1075,06 6,56666666666666
3783 1074,9 5,84999999999999
3784 1074,73 11,15
3785 1074,57 5,21666666666667
3786 1074,4 3,93333333333334
3787 1074,24 10,65
3788 1074,07 12,2666666666667
3789 1073,9 7,25
3790 1073,74 27,6333333333334
3791 1073,57 31,8166666666667
3792 1073,41 59,5833333333333
3793 1073,24 58,45
3794 1073,07 69,0833333333333
3795 1072,91 57,3666666666666
3796 1072,74 54,6666666666667
3797 1072,58 27,7166666666667
3798 1072,41 33,7333333333333
3799 1072,24 29,9666666666667
3800 1072,08 27,3333333333333
3801 1071,91 28,2
3802 1071,75 23,9666666666667
3803 1071,58 19,6333333333334
3804 1071,42 25,3833333333333
3805 1071,25 21,3
3806 1071,08 19,8166666666667
3807 1070,92 21,25
3808 1070,75 23,5833333333333
3809 1070,59 21,6333333333333
3810 1070,42 19,65
3811 1070,25 17,1833333333333
3812 1070,09 17,1833333333333
3813 1069,92 16,0833333333333
3814 1069,76 19,8833333333334
3815 1069,59 11,1833333333333
3816 1069,42 18,5
3817 1069,26 12,6333333333333
3818 1069,09 13,3
3819 1068,93 11,0333333333333
3820 1068,76 9,66666666666666
3821 1068,6 7,8
3822 1068,43 13,2833333333333
3823 1068,26 6,78333333333333
3824 1068,1 5,88333333333333
3825 1067,93 8,61666666666667
3826 1067,77 8,38333333333335
3827 1067,6 5,16666666666667
3828 1067,43 10,6
3829 1067,27 4,66666666666667
3830 1067,1 3,66666666666666
3831 1066,94 1,78333333333333
3832 1066,77 8,15000000000001
3833 1066,6 3,90000000000001
3834 1066,44 2,61666666666665
3835 1066,27 3,01666666666665
3836 1066,11 3
3837 1065,94 -3,3
3838 1065,78 4,03333333333333
3839 1065,61 2,7
3840 1065,44 1,78333333333333
3841 1065,28 3,98333333333333
3842 1065,11 2,08333333333333
3843 1064,95 2
3844 1064,78 1,08333333333333
3845 1064,61 1,33333333333333
3846 1064,45 2,73333333333335
3847 1064,28 0,933333333333323
3848 1064,12 1,2
3849 1063,95 -0,349999999999994
3850 1063,79 -1,06666666666666
3851 1063,62 0
3852 1063,45 -2,78333333333333
3853 1063,29 0,599999999999994
3854 1063,12 1,40000000000001
3855 1062,96 1,84999999999999
3856 1062,79 3,55
3857 1062,62 1,13333333333333
3858 1062,46 2,06666666666666
3859 1062,29 -0,150000000000006
3860 1062,13 3,51666666666667
3861 1061,96 -0,216666666666669
3862 1061,79 1,88333333333335
3863 1061,63 5,44999999999999
3864 1061,46 8,75
3865 1061,3 8,73333333333333
3866 1061,13 14,7166666666667
3867 1060,97 10,1833333333333
3868 1060,8 14,7
3869 1060,63 7,90000000000001
3870 1060,47 7,28333333333335
3871 1060,3 6,15000000000001
3872 1060,14 5,08333333333334
3873 1059,97 6,73333333333335
3874 1059,8 6,56666666666666
3875 1059,64 0,883333333333354
3876 1059,47 4,58333333333334
3877 1059,31 3,61666666666667
3878 1059,14 5,80000000000001
3879 1058,97 4,66666666666666
3880 1058,81 3,51666666666667
3881 1058,64 1,7
3882 1058,48 2,68333333333332
3883 1058,31 4,03333333333333
3884 1058,15 4,95
3885 1057,98 4,68333333333332
3886 1057,81 2,46666666666667
3887 1057,65 4,33333333333334
3888 1057,48 -0,366666666666674
3889 1057,32 -0,733333333333334
3890 1057,15 3,51666666666665
3891 1056,98 0,566666666666663
3892 1056,82 0,966666666666669
3893 1056,65 2,45
3894 1056,49 4,15000000000001
3895 1056,32 -2,59999999999999
3896 1056,15 -2,34999999999999
3897 1055,99 -0,433333333333323
3898 1055,82 1,58333333333333
3899 1055,66 1,31666666666668
3900 1055,49 0,349999999999994
3901 1055,33 3,73333333333333
3902 1055,16 -0,216666666666669
3903 1054,99 -1,28333333333333
3904 1054,83 1,06666666666668
3905 1054,66 0,5
3906 1054,5 2,65000000000001
3907 1054,33 -0,316666666666663
3908 1054,16 0,0333333333333314
3909 1054 0,733333333333334
3910 1053,83 0,516666666666652
3911 1053,67 1,81666666666668
3912 1053,5 3,21666666666667
3913 1053,33 -1,55
3914 1053,17 -0,849999999999994
3915 1053 -0,199999999999989
3916 1052,84 -1,88333333333333
3917 1052,67 -3,21666666666667
3918 1052,51 2,11666666666665
3919 1052,34 0,833333333333343
3920 1052,17 1,71666666666667
3921 1052,01 0,616666666666674
3922 1051,84 0,550000000000011
3923 1051,68 1,56666666666668
3924 1051,51 0,533333333333331
3925 1051,34 0,816666666666677
3926 1051,18 1,61666666666665
3927 1051,01 -1,01666666666665
3928 1050,85 2,41666666666667
3929 1050,68 1,63333333333333
3930 1050,51 7,31666666666666
3931 1050,35 2,28333333333333
3932 1050,18 5,83333333333333
3933 1050,02 2,06666666666668
3934 1049,85 3,40000000000001
3935 1049,69 4,08333333333334
3936 1049,52 4,06666666666668
3937 1049,35 0,349999999999994
3938 1049,19 3,94999999999999
3939 1049,02 0,599999999999994
3940 1048,86 1,58333333333333
3941 1048,69 3,30000000000001
3942 1048,52 6,16666666666667
3943 1048,36 3,16666666666667
3944 1048,19 5,2
3945 1048,03 0,299999999999997
3946 1047,86 4,41666666666666
3947 1047,7 0,849999999999994
3948 1047,53 5,56666666666668
3949 1047,36 1,46666666666667
3950 1047,2 3,21666666666667
3951 1047,03 1,01666666666665
3952 1046,87 3,76666666666667
3953 1046,7 2,40000000000001
3954 1046,53 8,11666666666665
3955 1046,37 0,400000000000006
3956 1046,2 6,3
3957 1046,04 5,05
3958 1045,87 8,63333333333334
3959 1045,7 5,05
3960 1045,54 3,68333333333332
3961 1045,37 1,88333333333335
3962 1045,21 6,08333333333334
3963 1045,04 3,03333333333333
3964 1044,88 5,48333333333333
3965 1044,71 1,34999999999999
3966 1044,54 4,84999999999999
3967 1044,38 2,90000000000001
3968 1044,21 4,2
3969 1044,05 2,03333333333333
3970 1043,88 7,21666666666667
3971 1043,71 1,43333333333334
3972 1043,55 7,38333333333333
3973 1043,38 4,63333333333333
3974 1043,22 5,40000000000001
3975 1043,05 4,05
3976 1042,88 6,43333333333332
3977 1042,72 2,2
3978 1042,55 6,13333333333334
3979 1042,39 3,71666666666667
3980 1042,22 4,43333333333332
3981 1042,06 5,41666666666667
3982 1041,89 6,53333333333333
3983 1041,72 3,13333333333335
3984 1041,56 8,81666666666666
3985 1041,39 3,5
3986 1041,23 3,34999999999999
3987 1041,06 3,33333333333334
3988 1040,89 2,43333333333332
3989 1040,73 2,23333333333333
3990 1040,56 4,5
3991 1040,4 0,283333333333331
3992 1040,23 6,43333333333332
3993 1040,06 8,16666666666667
3994 1039,9 15,9833333333333
3995 1039,73 14,4166666666667
3996 1039,57 18,5
3997 1039,4 9,23333333333333
3998 1039,24 18,6833333333333
3999 1039,07 8,98333333333335
4000 1038,9 13,8333333333333
4001 1038,74 10,8833333333333
4002 1038,57 15,6333333333334
4003 1038,41 12,9666666666667
4004 1038,24 14,2166666666667
4005 1038,07 10,6833333333333
4006 1037,91 16,85
4007 1037,74 8
4008 1037,58 14,2833333333333
4009 1037,41 9,76666666666667
4010 1037,24 11,25
4011 1037,08 10,5333333333333
4012 1036,91 13,5833333333333
4013 1036,75 8,28333333333333
4014 1036,58 16,05
4015 1036,42 7,51666666666665
4016 1036,25 12,1
4017 1036,08 7,76666666666667
4018 1035,92 11,5833333333333
4019 1035,75 9,93333333333334
4020 1035,59 15,5333333333333
4021 1035,42 8,06666666666668
4022 1035,25 9,23333333333335
4023 1035,09 5,63333333333334
4024 1034,92 12,5833333333333
4025 1034,76 6,26666666666667
4026 1034,59 12,3833333333333
4027 1034,42 6,96666666666667
4028 1034,26 9,61666666666667
4029 1034,09 6,25
4030 1033,93 7,65000000000001
4031 1033,76 1,84999999999999
4032 1033,6 8,01666666666667
4033 1033,43 4,75
4034 1033,26 5,65000000000001
4035 1033,1 2,48333333333333
4036 1032,93 5,2
4037 1032,77 2,51666666666667
4038 1032,6 6,43333333333334
4039 1032,43 -0,383333333333354
4040 1032,27 5,16666666666667
4041 1032,1 0,533333333333331
4042 1031,94 3,58333333333334
4043 1031,77 2,30000000000001
4044 1031,61 5,59999999999999
4045 1031,44 -0,466666666666669
4046 1031,27 6,5
4047 1031,11 2,73333333333335
4048 1030,94 3,41666666666667
4049 1030,78 0,816666666666677
4050 1030,61 3,34999999999999
4051 1030,44 0,283333333333331
4052 1030,28 3,58333333333333
4053 1030,11 2,56666666666668
4054 1029,95 5,03333333333333
4055 1029,78 0,599999999999994
4056 1029,61 4,88333333333333
4057 1029,45 0,116666666666674
4058 1029,28 3,88333333333335
4059 1029,12 3,11666666666665
4060 1028,95 6,21666666666667
4061 1028,79 1,76666666666667
4062 1028,62 2,88333333333335
4063 1028,45 2,76666666666665
4064 1028,29 -1,38333333333333
4065 1028,12 0,583333333333329
4066 1027,96 5,28333333333333
4067 1027,79 -1,94999999999999
4068 1027,62 0,516666666666666
4069 1027,46 -1,93333333333332
4070 1027,29 5,33333333333334
4071 1027,13 1,98333333333335
4072 1026,96 2,71666666666667
4073 1026,79 1,01666666666667
4074 1026,63 3,30000000000001
4075 1026,46 -1,86666666666667
4076 1026,3 0,0999999999999943
4077 1026,13 2,18333333333334
4078 1025,97 -1,69999999999999
4079 1025,8 0,0666666666666629
4080 1025,63 0,466666666666669
4081 1025,47 -0,416666666666671
4082 1025,3 3,34999999999999
4083 1025,14 2,86666666666665
4084 1024,97 -0,25
4085 1024,8 -2,45
4086 1024,64 2,30000000000001
4087 1024,47 -0,0833333333333428
4088 1024,31 1,88333333333333
4089 1024,14 -1,13333333333333
4090 1023,97 2,73333333333335
4091 1023,81 -1,61666666666667
4092 1023,64 2,15000000000001
4093 1023,48 -3,78333333333333
4094 1023,31 -1,41666666666666
4095 1023,15 -4,28333333333333
4096 1022,98 1,58333333333333
4097 1022,81 -1,78333333333333
4098 1022,65 2,13333333333335
4099 1022,48 -1,76666666666665
4100 1022,32 1,09999999999999
4101 1022,15 -2,93333333333332
4102 1021,98 0,883333333333326
4103 1021,82 -4,56666666666666
4104 1021,65 0,916666666666657
4105 1021,49 -2,98333333333333
4106 1021,32 -1,36666666666665
4107 1021,15 -1,65000000000001
4108 1020,99 -4,75
4109 1020,82 -3,5
4110 1020,66 -3,75
4111 1020,49 2,11666666666665
4112 1020,33 -1,63333333333333
4113 1020,16 -1,31666666666668
4114 1019,99 2,45
4115 1019,83 -3,36666666666665
4116 1019,66 1,36666666666667
4117 1019,5 -1,2
4118 1019,33 0,116666666666646
4119 1019,16 -3,21666666666667
4120 1019 1,43333333333334
4121 1018,83 -1,01666666666667
4122 1018,67 2,80000000000001
4123 1018,5 0,0833333333333286
4124 1018,33 -0,75
4125 1018,17 -0,950000000000003
4126 1018 1,63333333333335
4127 1017,84 -1,09999999999999
4128 1017,67 -0,75
4129 1017,51 0,466666666666669
4130 1017,34 -0,566666666666663
4131 1017,17 -2,36666666666665
4132 1017,01 3,31666666666668
4133 1016,84 2,65000000000001
4134 1016,68 2,59999999999999
4135 1016,51 1
4136 1016,34 1,18333333333332
4137 1016,18 -0,633333333333326
4138 1016,01 6,63333333333335
4139 1015,85 -0,0166666666666657
4140 1015,68 6,53333333333333
4141 1015,52 4,18333333333332
4142 1015,35 5,28333333333333
4143 1015,18 1,06666666666668
4144 1015,02 2,7
4145 1014,85 0,799999999999997
4146 1014,69 5,26666666666667
4147 1014,52 2,43333333333332
4148 1014,35 9,51666666666665
4149 1014,19 4,33333333333333
4150 1014,02 5,53333333333335
4151 1013,86 0,916666666666671
4152 1013,69 9,84999999999999
4153 1013,52 2,86666666666667
4154 1013,36 4,56666666666666
4155 1013,19 3,91666666666667
4156 1013,03 10,2166666666667
4157 1012,86 4,91666666666667
4158 1012,7 7,51666666666667
4159 1012,53 3,01666666666667
4160 1012,36 12,4833333333333
4161 1012,2 10,35
4162 1012,03 39
4163 1011,87 64,3833333333333
4164 1011,7 110,85
4165 1011,53 125,466666666667
4166 1011,37 148,316666666667
4167 1011,2 99,5666666666667
4168 1011,04 85,15
4169 1010,87 48,9666666666667
4170 1010,7 52,7
4171 1010,54 46,2666666666667
4172 1010,37 42,9666666666667
4173 1010,21 43,3833333333333
4174 1010,04 57,4166666666667
4175 1009,88 36,2833333333333
4176 1009,71 41,0333333333333
4177 1009,54 34,35
4178 1009,38 33,3833333333334
4179 1009,21 27,7333333333333
4180 1009,05 35,3833333333333
4181 1008,88 26,5833333333333
4182 1008,71 30,9666666666667
4183 1008,55 21,9333333333333
4184 1008,38 27,6833333333333
4185 1008,22 25,7166666666667
4186 1008,05 24,2833333333333
4187 1007,88 18,2666666666667
4188 1007,72 26,5333333333333
4189 1007,55 13,6166666666667
4190 1007,39 15,9666666666667
4191 1007,22 14,0166666666667
4192 1007,06 17,6333333333333
4193 1006,89 15,25
4194 1006,72 20,2666666666667
4195 1006,56 11,1833333333333
4196 1006,39 13,8166666666667
4197 1006,23 10,2166666666667
4198 1006,06 10,1166666666667
4199 1005,89 6,48333333333335
4200 1005,73 11,0333333333333
4201 1005,56 3,75
4202 1005,4 11,7
4203 1005,23 6,48333333333335
4204 1005,06 8,33333333333333
4205 1004,9 0,633333333333326
4206 1004,73 3,76666666666665
4207 1004,57 5,68333333333334
4208 1004,4 2,66666666666667
4209 1004,24 2,76666666666667
4210 1004,07 4,81666666666666
4211 1003,9 5,34999999999999
4212 1003,74 4,09999999999999
4213 1003,57 0,716666666666669
4214 1003,41 6,80000000000001
4215 1003,24 2,98333333333335
4216 1003,07 4
4217 1002,91 4,59999999999999
4218 1002,74 1,11666666666667
4219 1002,58 1,59999999999999
4220 1002,41 4,96666666666667
4221 1002,24 -0,616666666666674
4222 1002,08 6,28333333333333
4223 1001,91 3,81666666666666
4224 1001,75 6,83333333333333
4225 1001,58 1,38333333333333
4226 1001,42 6,91666666666666
4227 1001,25 0,283333333333331
4228 1001,08 5,86666666666667
4229 1000,92 -1,08333333333333
4230 1000,75 2,69999999999999
4231 1000,59 5,83333333333333
4232 1000,42 3,8
4233 1000,25 -2,65000000000001
4234 1000,09 3,28333333333333
4235 999,92 4,48333333333333
4236 999,76 1,05
4237 999,59 -0,0833333333333286
4238 999,42 0,5
4239 999,26 -3,16666666666667
4240 999,09 2,66666666666667
4241 998,93 3,58333333333333
4242 998,76 3,25
4243 998,6 2,86666666666665
4244 998,43 2
4245 998,26 -1,90000000000001
4246 998,1 3,15000000000001
4247 997,93 0,416666666666657
4248 997,77 2,01666666666667
4249 997,6 0,599999999999994
4250 997,43 0,916666666666657
4251 997,27 1,41666666666666
4252 997,1 2,31666666666666
4253 996,94 -0,166666666666671
4254 996,77 5,53333333333333
4255 996,61 2,36666666666667
4256 996,44 -0,799999999999997
4257 996,27 -1,51666666666667
4258 996,11 1,88333333333333
4259 995,94 0,86666666666666
4260 995,78 1,25
4261 995,61 -1,05
4262 995,44 2,06666666666668
4263 995,28 -0,733333333333348
4264 995,11 4,41666666666667
4265 994,95 2,05
4266 994,78 3,03333333333333
4267 994,61 -0,0833333333333286
4268 994,45 0,583333333333329
4269 994,28 2,21666666666667
4270 994,12 2,75
4271 993,95 -3
4272 993,79 -1,15000000000001
4273 993,62 -1,66666666666666
4274 993,45 0,483333333333348
4275 993,29 4,53333333333333
4276 993,12 0,816666666666677
4277 992,96 3,66666666666667
4278 992,79 3,53333333333335
4279 992,62 3,61666666666665
4280 992,46 2,38333333333333
4281 992,29 0,633333333333326
4282 992,13 3,51666666666667
4283 991,96 0,816666666666663
4284 991,79 3,23333333333333
4285 991,63 3
4286 991,46 2,25
4287 991,3 2,78333333333335
4288 991,13 1,15000000000001
4289 990,97 0
4290 990,8 1,23333333333335
4291 990,63 -1,69999999999999
4292 990,47 2,93333333333332
4293 990,3 0,483333333333334
4294 990,14 6,3
4295 989,97 3,28333333333333
4296 989,8 1,51666666666667
4297 989,64 4,84999999999999
4298 989,47 5,2
4299 989,31 4,93333333333334
4300 989,14 3,56666666666668
4301 988,97 0,883333333333326
4302 988,81 4,90000000000001
4303 988,64 2,15000000000001
4304 988,48 2,16666666666666
4305 988,31 -0,116666666666674
4306 988,15 3,55
4307 987,98 2,53333333333333
4308 987,81 3,34999999999999
4309 987,65 4,5
4310 987,48 4
4311 987,32 -0,266666666666666
4312 987,15 -1,23333333333333
4313 986,98 0,950000000000003
4314 986,82 4,46666666666667
4315 986,65 3,21666666666667
4316 986,49 6,58333333333333
4317 986,32 1,09999999999999
4318 986,15 5,65000000000001
4319 985,99 3,58333333333333
4320 985,82 7,8
4321 985,66 6,40000000000001
4322 985,49 8,01666666666667
4323 985,33 0,799999999999997
4324 985,16 5,08333333333333
4325 984,99 5,5
4326 984,83 5,75
4327 984,66 3,26666666666667
4328 984,5 6,56666666666668
4329 984,33 3,40000000000001
4330 984,16 1,05
4331 984 -0,233333333333334
4332 983,83 5,56666666666668
4333 983,67 1,81666666666668
4334 983,5 1,98333333333335
4335 983,33 3,43333333333334
4336 983,17 4,56666666666668
4337 983 0,266666666666666
4338 982,84 5,41666666666666
4339 982,67 -0,383333333333326
4340 982,51 2,91666666666667
4341 982,34 1,23333333333333
4342 982,17 1,55000000000001
4343 982,01 1,66666666666666
4344 981,84 2,38333333333333
4345 981,68 1,18333333333332
4346 981,51 2,11666666666666
4347 981,34 2
4348 981,18 1,56666666666667
4349 981,01 1,81666666666668
4350 980,85 4,25
4351 980,68 5,51666666666665
4352 980,52 4
4353 980,35 3,43333333333332
4354 980,18 3,58333333333333
4355 980,02 2,15000000000001
4356 979,85 7,05
4357 979,69 1,53333333333333
4358 979,52 0,0166666666666657
4359 979,35 -2,76666666666667
4360 979,19 2,65000000000001
4361 979,02 -0,0666666666666771
4362 978,86 1,65000000000001
4363 978,69 4,36666666666665
4364 978,52 3,86666666666667
4365 978,36 3,76666666666667
4366 978,19 2,86666666666667
4367 978,03 0,599999999999994
4368 977,86 2,09999999999999
4369 977,7 0,866666666666674
4370 977,53 0,266666666666666
4371 977,36 3,75
4372 977,2 -3,40000000000001
4373 977,03 1,93333333333332
4374 976,87 2,90000000000001
4375 976,7 3,63333333333334
4376 976,53 -0,516666666666666
4377 976,37 2,23333333333333
4378 976,2 3,93333333333332
4379 976,04 2,51666666666665
4380 975,87 5,18333333333332
4381 975,7 0,25
4382 975,54 1,11666666666667
4383 975,37 -1,91666666666667
4384 975,21 3,31666666666668
4385 975,04 -1,45
4386 974,88 -0,183333333333323
4387 974,71 0,766666666666666
4388 974,54 3,45
4389 974,38 2,75
4390 974,21 -1,13333333333333
4391 974,05 0,183333333333337
4392 973,88 5,8
4393 973,71 3,09999999999999
4394 973,55 3,36666666666667
4395 973,38 3,16666666666667
4396 973,22 11,9833333333333
4397 973,05 32,2333333333333
4398 972,88 84,5
4399 972,72 149,933333333333
4400 972,55 193,266666666667
4401 972,39 130,4
4402 972,22 74,4
4403 972,06 20,5
4404 971,89 4,36666666666667
4405 971,72 -0,316666666666677
4406 971,56 2,34999999999999
4407 971,39 2
4408 971,23 0,433333333333323
4409 971,06 -1,40000000000001
4410 970,89 3,15000000000001
4411 970,73 -0,133333333333326
4412 970,56 8,33333333333333
4413 970,4 1,56666666666668
4414 970,23 1,25
4415 970,06 0,716666666666669
4416 969,9 -0,0833333333333286
4417 969,73 5,16666666666667
4418 969,57 1,26666666666665
4419 969,4 0,933333333333337
4420 969,24 2,06666666666668
4421 969,07 4,11666666666667
4422 968,9 1,16666666666667
4423 968,74 0,816666666666663
4424 968,57 5,5
4425 968,41 5,36666666666667
4426 968,24 5,7
4427 968,07 0,450000000000003
4428 967,91 -0,216666666666669
4429 967,74 0,866666666666674
4430 967,58 8,2
4431 967,41 4,08333333333333
4432 967,24 12,0833333333333
4433 967,08 2,86666666666667
4434 966,91 7,71666666666667
4435 966,75 9,41666666666666
4436 966,58 11,3333333333333
4437 966,42 8,51666666666667
4438 966,25 10,2833333333333
4439 966,08 12,8166666666667
4440 965,92 14,8833333333333
4441 965,75 11,0333333333333
4442 965,59 8,26666666666667
4443 965,42 10,2333333333333
4444 965,25 13,0666666666667
4445 965,09 8,98333333333333
4446 964,92 9,81666666666666
4447 964,76 7,53333333333333
4448 964,59 9,7
4449 964,43 5,23333333333333
4450 964,26 9,23333333333333
4451 964,09 5,33333333333334
4452 963,93 11,9
4453 963,76 9,76666666666667
4454 963,6 10,4166666666667
4455 963,43 4,46666666666667
4456 963,26 6,31666666666668
4457 963,1 7,46666666666667
4458 962,93 4,75
4459 962,77 9,13333333333335
4460 962,6 4,90000000000001
4461 962,43 5,5
4462 962,27 12,0333333333333
4463 962,1 6,76666666666665
4464 961,94 9,23333333333333
4465 961,77 6,53333333333333
4466 961,61 5,66666666666667
4467 961,44 3,09999999999999
4468 961,27 5,23333333333333
4469 961,11 6,25
4470 960,94 8,5
4471 960,78 5,01666666666665
4472 960,61 9,68333333333334
4473 960,44 4,63333333333333
4474 960,28 7,16666666666666
4475 960,11 -0,550000000000011
4476 959,95 8,33333333333334
4477 959,78 4,71666666666667
4478 959,61 3,38333333333335
4479 959,45 2,56666666666666
4480 959,28 6,28333333333333
4481 959,12 4,11666666666667
4482 958,95 3,73333333333335
4483 958,79 -0,183333333333337
4484 958,62 6,05
4485 958,45 5,78333333333333
4486 958,29 6,80000000000001
4487 958,12 1,73333333333333
4488 957,96 3,09999999999999
4489 957,79 0,116666666666674
4490 957,62 4,69999999999999
4491 957,46 3,73333333333333
4492 957,29 3,96666666666667
4493 957,13 2,5
4494 956,96 2,51666666666667
4495 956,79 1,84999999999999
4496 956,63 4,38333333333335
4497 956,46 3,23333333333333
4498 956,3 3,73333333333333
4499 956,13 -2,96666666666667
4500 955,97 4,51666666666667
4501 955,8 1,06666666666668
4502 955,63 4,44999999999999
4503 955,47 0,483333333333348
4504 955,3 3,23333333333333
4505 955,14 3,76666666666667
4506 954,97 2,63333333333335
4507 954,8 2,09999999999999
4508 954,64 4,53333333333333
4509 954,47 2,8
4510 954,31 2,31666666666668
4511 954,14 -2,61666666666665
4512 953,97 6,06666666666668
4513 953,81 3,08333333333333
4514 953,64 4,93333333333334
4515 953,48 4,53333333333333
4516 953,31 -2,01666666666667
4517 953,15 5,05
4518 952,98 2,63333333333333
4519 952,81 2,05
4520 952,65 1,23333333333333
4521 952,48 1,21666666666667
4522 952,32 3,48333333333335
4523 952,15 4
4524 951,98 3,38333333333335
4525 951,82 0,266666666666666
4526 951,65 5,01666666666667
4527 951,49 1,98333333333335
4528 951,32 3,55
4529 951,15 1,76666666666667
4530 950,99 5,55
4531 950,82 1,91666666666666
4532 950,66 4,15000000000001
4533 950,49 3,76666666666667
4534 950,33 4,71666666666667
4535 950,16 0,783333333333331
4536 949,99 4,90000000000001
4537 949,83 2,25
4538 949,66 6,09999999999999
4539 949,5 -0,166666666666657
4540 949,33 2,63333333333333
4541 949,16 3,81666666666668
4542 949 5,41666666666666
4543 948,83 8,36666666666665
4544 948,67 7,83333333333333
4545 948,5 14,8166666666667
4546 948,33 24,8833333333334
4547 948,17 41,7833333333333
4548 948 64,7166666666667
4549 947,84 52,5666666666667
4550 947,67 42,4166666666667
4551 947,51 29,4833333333333
4552 947,34 28,9666666666667
4553 947,17 15,6333333333333
4554 947,01 15,85
4555 946,84 18,1166666666666
4556 946,68 26,4666666666667
4557 946,51 11,4666666666667
4558 946,34 24,3166666666667
4559 946,18 20,3166666666667
4560 946,01 16,25
